index,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,INCOME
16078,35,4,13,2,10,4,4,1,0,0,16,39,1
16079,51,4,14,2,4,4,4,1,99999,0,50,0,1
16080,27,4,10,4,4,0,4,1,0,0,45,39,0
16081,41,7,10,2,1,5,4,0,3103,0,40,39,1
16082,28,0,13,4,0,0,4,1,0,0,8,39,0
16083,37,6,16,2,10,4,4,1,0,0,60,39,0
16084,18,4,10,4,8,3,4,1,0,0,8,39,0
16085,24,7,4,4,13,1,4,0,0,0,20,39,0
16086,53,4,8,2,1,5,4,0,0,0,40,39,0
16087,40,4,9,0,7,0,4,1,0,1980,48,39,0
16088,54,4,10,0,7,0,4,1,0,0,60,39,0
16089,22,4,10,4,10,0,4,0,0,0,40,39,0
16090,44,4,6,3,1,1,2,0,0,0,30,39,0
16091,43,4,10,0,4,1,4,0,0,0,45,20,0
16092,58,7,13,2,10,5,4,0,0,0,20,39,1
16093,59,2,13,2,10,5,4,0,0,0,45,39,1
16094,31,4,13,2,4,4,4,1,0,0,45,39,1
16095,35,4,9,4,7,3,4,1,0,0,40,39,0
16096,17,4,6,4,12,3,4,0,0,0,20,39,0
16097,45,4,10,0,10,1,4,0,0,0,32,39,0
16098,40,4,10,0,6,0,4,1,0,0,40,39,0
16099,35,4,9,2,6,4,4,1,0,0,45,39,0
16100,25,1,13,4,13,0,4,1,0,0,45,39,0
16101,58,4,9,0,6,0,4,1,0,0,40,39,0
16102,39,4,10,0,6,0,4,1,0,0,50,39,1
16103,69,0,2,2,0,4,1,1,0,0,34,30,0
16104,23,4,9,2,4,4,4,1,0,0,54,39,0
16105,32,7,13,4,10,0,4,0,0,0,40,39,0
16106,48,4,12,2,14,4,4,1,0,0,44,39,0
16107,41,4,13,2,6,4,4,1,0,0,40,11,0
16108,74,4,5,6,3,0,4,1,0,0,10,0,0
16109,43,4,13,2,10,4,4,1,0,0,50,39,1
16110,18,4,10,4,8,3,4,1,0,1721,20,39,0
16111,24,1,13,4,2,0,4,1,0,0,40,39,0
16112,58,4,10,2,1,5,4,0,0,0,32,39,0
16113,54,4,14,2,10,4,4,1,0,0,40,39,1
16114,60,4,4,2,3,4,4,1,0,0,40,39,0
16115,28,4,10,2,5,4,4,1,0,0,40,39,0
16116,41,4,9,2,14,4,4,1,0,0,40,39,1
16117,62,0,10,2,0,4,2,1,0,0,35,39,1
16118,27,7,10,0,1,1,2,1,0,0,40,23,0
16119,30,4,10,0,8,3,4,0,0,0,20,39,0
16120,63,2,13,0,3,0,2,1,0,0,35,28,0
16121,33,4,9,4,12,0,4,1,3325,0,50,39,0
16122,34,4,9,2,14,4,4,1,0,0,45,39,0
16123,20,0,5,4,0,3,4,1,0,0,40,39,0
16124,51,4,9,2,11,4,4,1,0,0,40,39,0
16125,21,4,6,4,8,3,2,1,0,0,25,39,0
16126,50,4,9,2,3,4,4,1,0,0,40,39,1
16127,43,4,9,2,7,4,4,1,0,0,40,39,0
16128,27,4,9,2,3,4,4,1,2885,0,40,39,0
16129,19,4,9,4,1,3,4,0,0,0,40,39,0
16130,20,0,9,4,0,0,3,1,0,0,43,39,0
16131,17,4,8,4,8,3,4,0,0,0,6,39,0
16132,47,4,12,0,14,0,2,1,0,0,40,39,0
16133,25,2,13,4,1,2,2,0,0,0,40,39,0
16134,71,4,14,4,8,0,4,0,0,0,20,39,0
16135,21,4,9,4,7,3,2,0,0,0,40,39,0
16136,69,0,7,2,0,4,4,1,0,0,48,39,0
16137,48,4,12,2,7,4,4,1,0,0,40,39,0
16138,57,4,4,6,12,2,4,0,0,1602,3,39,0
16139,58,6,10,2,5,4,4,1,0,2415,40,39,1
16140,34,4,9,2,7,2,3,0,0,0,20,4,0
16141,33,2,10,2,6,4,4,1,0,0,66,0,0
16142,56,4,3,2,8,4,4,1,0,0,40,0,0
16143,40,1,14,4,10,0,4,1,0,0,40,39,0
16144,28,4,9,4,8,0,4,1,0,0,32,39,0
16145,42,4,14,2,12,4,4,1,0,0,40,7,0
16146,19,0,10,4,0,3,4,0,0,0,20,39,0
16147,41,4,11,0,13,0,4,0,3325,0,40,39,0
16148,28,5,9,4,1,3,4,0,0,0,35,39,0
16149,40,4,6,0,7,0,4,0,0,0,35,39,0
16150,23,4,10,4,7,3,1,1,0,0,30,39,0
16151,46,0,9,2,0,5,4,0,0,0,40,39,1
16152,39,4,14,4,12,0,4,1,0,0,50,39,1
16153,39,4,13,4,12,0,4,1,0,1876,50,39,0
16154,45,4,9,4,6,0,4,0,0,0,40,39,0
16155,21,0,10,4,0,3,4,0,0,0,35,39,0
16156,50,6,10,0,12,0,4,0,0,0,40,39,0
16157,33,4,9,2,1,4,4,1,0,0,40,39,0
16158,34,4,7,2,7,3,4,0,0,0,40,39,0
16159,55,4,9,2,14,4,4,1,0,0,32,39,0
16160,62,1,9,6,1,1,4,0,0,0,40,39,0
16161,31,4,13,2,12,4,4,1,0,0,40,39,0
16162,35,6,5,2,3,4,4,1,0,0,40,39,0
16163,30,4,9,5,3,0,4,1,0,0,40,39,0
16164,57,5,10,2,12,4,4,1,0,0,50,39,1
16165,50,4,9,2,4,4,2,1,0,1887,55,39,1
16166,51,4,9,2,14,4,4,1,0,0,50,39,0
16167,47,4,9,2,12,4,4,1,4386,0,45,39,1
16168,37,4,13,4,10,0,4,1,0,0,45,39,1
16169,58,4,4,2,14,4,4,1,0,0,40,26,0
16170,39,4,13,0,4,1,4,0,0,0,50,39,1
16171,34,4,10,4,7,0,4,1,0,0,40,9,1
16172,45,4,9,5,1,1,4,0,0,0,38,39,0
16173,19,0,10,4,0,3,4,1,0,0,40,39,0
16174,42,4,13,2,10,4,4,1,99999,0,40,39,1
16175,40,4,11,0,13,0,4,1,3325,0,40,39,0
16176,39,6,15,2,10,4,4,1,0,1977,50,39,1
16177,36,4,14,2,10,4,4,1,0,0,40,39,1
16178,56,4,9,0,1,2,0,0,0,0,35,39,0
16179,19,0,10,4,0,2,4,0,0,0,15,39,0
16180,37,4,10,2,6,4,2,1,0,0,40,39,1
16181,60,2,9,2,8,4,4,1,0,0,40,39,0
16182,56,4,9,2,3,4,4,1,0,0,40,39,1
16183,51,4,4,2,4,4,0,1,3908,0,47,39,0
16184,34,4,13,4,10,0,4,0,0,0,36,39,0
16185,23,0,10,4,0,3,4,0,0,0,10,39,0
16186,19,4,9,4,5,3,2,1,0,0,30,39,0
16187,37,1,9,4,4,1,2,0,0,0,40,39,0
16188,58,4,13,2,4,4,4,1,0,0,40,39,1
16189,33,4,7,4,1,0,4,0,0,0,35,39,0
16190,39,4,13,4,4,0,4,1,0,0,40,39,1
16191,36,4,9,4,1,0,4,0,4865,0,40,39,0
16192,26,4,13,4,10,0,1,0,0,0,40,30,0
16193,22,4,11,4,13,3,4,0,0,0,36,39,0
16194,32,4,14,4,1,0,4,1,0,0,40,39,0
16195,17,4,7,4,12,1,4,1,0,0,15,39,0
16196,57,0,10,0,0,0,4,0,0,0,40,39,0
16197,68,4,4,6,8,1,0,0,0,0,20,39,0
16198,70,4,9,2,12,4,4,1,3432,0,40,39,0
16199,30,4,9,4,5,3,4,1,0,0,40,39,0
16200,19,7,10,4,1,2,4,0,0,0,15,24,0
16201,51,4,9,2,10,4,4,1,0,0,40,39,0
16202,19,4,10,4,1,2,4,1,0,0,30,27,0
16203,47,4,9,2,3,4,4,1,0,0,40,39,0
16204,41,4,13,2,10,4,4,1,7688,0,55,39,1
16205,36,4,10,2,7,4,4,1,0,1887,40,39,1
16206,30,4,10,2,3,4,4,1,0,0,40,39,1
16207,26,4,9,2,7,4,4,1,0,0,45,39,0
16208,41,2,13,0,10,0,4,1,0,0,20,39,0
16209,25,4,10,2,1,4,4,1,0,0,45,39,0
16210,62,4,5,2,8,4,4,1,0,0,40,39,0
16211,23,4,14,4,10,0,4,1,0,0,40,39,0
16212,26,0,13,4,0,1,4,0,0,0,10,39,0
16213,25,4,9,4,12,3,0,1,6849,0,40,39,0
16214,30,4,13,4,12,0,4,0,0,0,45,39,0
16215,48,4,9,4,6,0,4,1,0,0,40,39,0
16216,20,4,9,4,8,2,3,1,0,0,40,26,0
16217,51,4,10,2,4,5,4,0,0,0,15,39,1
16218,19,4,10,4,6,3,4,1,0,0,10,39,0
16219,31,4,9,4,7,0,4,1,0,0,40,39,0
16220,36,4,13,2,4,4,4,1,7298,0,50,39,1
16221,21,0,10,4,0,3,4,0,0,0,40,39,0
16222,40,4,9,4,12,3,2,1,0,0,40,39,0
16223,30,6,7,4,5,3,2,1,0,0,40,39,0
16224,28,6,10,4,3,0,4,1,0,1590,40,39,0
16225,57,4,5,2,3,4,2,1,0,0,40,39,1
16226,18,4,7,4,12,3,4,1,0,0,15,39,0
16227,54,4,9,2,3,4,4,1,0,0,40,39,1
16228,32,4,9,2,7,4,2,1,0,0,40,39,0
16229,52,4,14,4,10,0,4,1,0,0,40,39,0
16230,27,4,9,5,7,1,4,0,0,0,40,39,0
16231,45,4,13,2,4,4,4,1,0,0,48,0,0
16232,18,4,10,4,8,3,4,1,0,0,20,39,0
16233,37,6,9,4,3,0,4,1,0,0,35,39,0
16234,52,4,9,2,7,4,2,1,0,0,40,39,1
16235,59,4,5,4,8,0,2,1,0,0,50,39,0
16236,27,4,11,4,7,0,4,1,0,0,40,39,0
16237,43,1,9,2,7,4,4,1,0,0,40,39,0
16238,56,4,10,2,3,4,4,1,0,0,40,39,1
16239,44,6,10,2,5,4,4,1,0,0,72,39,0
16240,37,4,11,4,3,0,4,1,0,0,45,39,0
16241,28,4,11,0,4,0,4,1,10520,0,50,39,1
16242,48,6,9,5,8,2,4,0,0,0,25,39,0
16243,58,6,13,2,4,4,4,1,0,0,50,39,0
16244,29,4,9,2,3,4,4,1,0,0,45,39,0
16245,37,4,12,2,12,4,4,1,0,0,40,39,0
16246,35,5,15,2,10,4,4,1,0,0,50,39,1
16247,36,4,11,0,3,0,4,1,0,0,38,39,0
16248,52,4,9,2,1,4,4,1,0,0,48,39,0
16249,30,4,9,0,14,0,4,1,0,0,40,39,0
16250,22,4,5,4,3,3,4,1,0,0,40,39,0
16251,55,6,12,2,12,4,4,1,0,0,60,39,0
16252,61,4,9,2,4,5,4,0,15024,0,38,39,1
16253,33,4,9,0,6,1,4,1,0,0,30,39,0
16254,46,4,10,2,12,4,4,1,0,0,50,39,0
16255,64,4,7,6,13,1,4,0,0,0,16,39,0
16256,28,4,6,3,3,1,4,1,0,0,40,26,0
16257,19,4,9,4,1,0,4,0,0,0,42,39,0
16258,36,4,9,5,1,0,4,1,0,0,40,4,0
16259,43,6,13,2,3,4,4,1,0,0,40,39,1
16260,39,6,16,0,1,2,3,1,0,0,40,0,0
16261,56,4,13,2,4,4,4,1,0,0,42,39,1
16262,24,2,10,4,11,3,4,1,0,0,40,39,0
16263,40,4,9,2,12,4,4,1,0,0,60,39,0
16264,45,5,12,2,4,4,4,1,0,0,50,39,1
16265,56,2,14,6,10,0,4,0,0,0,40,39,0
16266,46,4,9,5,3,1,2,0,0,0,40,0,0
16267,35,1,13,4,10,3,4,0,0,0,40,39,0
16268,36,6,15,2,10,4,4,1,0,0,60,39,1
16269,50,6,15,2,10,4,4,1,0,0,50,39,1
16270,61,4,4,6,8,0,2,0,0,0,21,39,0
16271,31,4,11,4,14,3,4,1,0,1980,60,39,0
16272,63,4,10,2,10,4,4,1,0,0,40,39,0
16273,41,4,11,2,4,4,4,1,0,0,40,39,0
16274,48,4,9,2,7,4,4,1,0,0,40,39,0
16275,45,4,9,0,12,0,4,0,0,0,35,39,0
16276,24,4,9,2,7,4,4,1,0,0,40,39,0
16277,34,4,10,0,10,0,2,1,0,0,40,11,1
16278,27,4,13,4,12,0,4,0,0,0,40,39,0
16279,26,4,11,4,3,3,4,1,0,0,48,39,0
16280,27,4,9,4,6,3,4,1,0,0,40,39,0
16281,55,4,11,2,4,4,4,1,0,0,40,39,0
16282,38,4,9,2,4,4,4,1,0,0,40,39,1
16283,31,4,9,2,1,5,4,0,0,0,40,39,1
16284,51,6,12,2,12,4,4,1,0,0,40,39,1
16285,56,4,8,2,10,4,4,1,0,0,40,39,1
16286,39,4,12,2,7,4,4,1,0,0,40,39,0
16287,50,4,10,2,3,4,4,1,0,0,40,39,1
16288,34,2,13,2,10,4,4,1,0,2051,40,39,0
16289,44,4,9,0,12,0,4,1,3674,0,50,39,0
16290,21,4,9,4,11,3,4,1,0,0,40,39,0
16291,37,4,10,2,7,4,4,1,0,0,70,39,0
16292,34,0,6,0,0,0,4,1,0,0,40,4,0
16293,18,4,8,4,1,0,4,0,0,0,30,39,0
16294,34,0,9,2,0,4,4,1,2885,0,80,39,0
16295,38,4,9,2,7,4,4,1,0,0,65,39,1
16296,19,4,9,4,1,3,4,1,0,0,12,39,0
16297,46,4,9,2,3,4,4,1,0,0,40,39,0
16298,19,4,10,4,12,3,4,0,0,0,25,39,0
16299,22,4,10,4,12,3,4,0,0,0,20,26,0
16300,38,4,9,2,3,4,4,1,0,0,50,39,0
16301,33,4,14,0,4,3,4,0,14084,0,50,39,1
16302,83,6,9,6,4,0,4,1,0,0,8,39,0
16303,34,4,10,2,13,4,4,1,0,0,40,39,1
16304,38,4,9,2,3,4,4,1,0,0,40,39,0
16305,33,4,10,6,1,1,4,0,0,0,40,39,0
16306,27,4,9,2,1,5,2,0,0,1887,40,39,1
16307,38,4,9,2,3,4,4,1,0,0,60,39,0
16308,25,4,10,4,8,0,4,1,0,0,25,39,0
16309,38,4,9,2,13,4,4,1,0,0,40,39,0
16310,52,4,13,2,4,4,4,1,0,0,48,39,1
16311,33,7,14,4,10,0,4,1,0,0,50,39,0
16312,17,4,7,4,8,3,4,0,0,0,20,39,0
16313,28,4,13,4,4,0,4,0,6849,0,60,39,0
16314,52,2,9,0,1,1,2,0,0,0,40,39,0
16315,34,4,9,5,6,0,4,1,2463,0,40,39,0
16316,25,4,13,4,10,3,4,0,0,0,15,39,0
16317,17,4,5,4,8,3,2,1,0,0,26,39,0
16318,22,4,9,4,8,3,2,1,0,0,80,39,0
16319,22,4,9,4,6,0,2,1,0,0,40,39,0
16320,46,4,10,2,12,4,4,1,0,1887,40,39,1
16321,58,4,9,0,7,0,2,0,0,0,40,39,0
16322,39,4,10,0,12,2,4,0,0,0,35,39,0
16323,59,2,10,6,8,0,4,0,0,0,40,31,0
16324,61,4,9,2,1,4,4,1,0,0,40,39,0
16325,32,4,11,2,3,4,4,1,0,0,45,39,0
16326,50,4,13,2,4,4,1,1,0,0,40,30,1
16327,51,4,9,2,3,4,4,1,0,0,40,39,0
16328,43,4,13,2,8,5,1,0,0,0,45,0,0
16329,20,4,10,4,3,3,4,1,0,0,40,39,0
16330,38,2,13,2,4,4,2,1,0,0,40,39,0
16331,44,1,11,2,3,4,2,1,0,0,40,39,1
16332,28,4,11,4,12,0,4,1,0,0,50,39,0
16333,50,4,14,2,10,5,4,0,0,0,40,39,0
16334,53,4,16,0,10,0,4,1,0,0,50,39,0
16335,42,6,13,2,12,4,4,1,0,0,45,39,0
16336,47,4,14,2,10,4,1,1,0,0,45,19,0
16337,39,4,9,2,1,5,4,0,0,0,40,39,1
16338,38,6,9,4,5,0,4,1,0,0,60,39,0
16339,34,7,13,4,10,3,4,1,0,0,50,39,0
16340,40,4,10,2,10,5,4,0,0,0,40,39,0
16341,63,4,10,6,12,0,4,0,0,0,20,39,0
16342,53,4,10,2,4,5,4,0,0,0,40,39,1
16343,43,4,11,0,10,0,4,1,0,0,48,39,0
16344,28,4,10,4,4,0,4,1,0,1669,60,39,0
16345,68,4,9,6,4,0,4,0,0,0,10,39,1
16346,22,0,4,4,0,1,4,0,0,0,40,26,0
16347,46,7,13,2,10,4,4,1,0,0,38,39,0
16348,57,4,9,4,1,2,4,0,0,0,40,39,0
16349,38,4,9,0,1,0,4,0,0,0,35,39,0
16350,66,4,14,2,12,4,4,1,0,0,40,39,0
16351,29,4,12,4,12,3,4,0,0,0,40,39,0
16352,54,4,13,2,12,4,4,1,7688,0,50,39,1
16353,38,4,9,4,10,0,4,1,0,0,40,39,0
16354,35,4,7,5,9,1,4,0,0,0,8,26,0
16355,30,4,13,4,10,3,4,0,0,0,37,39,0
16356,39,4,9,4,1,1,2,0,0,0,40,39,0
16357,31,4,14,4,10,0,2,1,0,0,40,39,0
16358,50,4,9,2,7,4,4,1,0,0,50,39,0
16359,30,6,9,2,3,4,4,1,0,0,60,39,0
16360,25,4,13,4,12,3,4,0,0,0,40,39,0
16361,24,4,13,4,9,0,4,0,0,0,40,10,0
16362,59,2,9,5,11,2,2,0,0,2339,40,39,0
16363,45,4,13,2,1,4,4,1,0,0,15,39,0
16364,64,4,3,5,8,2,4,0,0,0,20,5,0
16365,61,4,8,2,8,5,4,0,0,0,40,39,0
16366,42,4,11,0,13,1,4,0,0,0,40,39,0
16367,28,4,3,2,7,4,4,1,0,0,40,26,0
16368,53,4,9,0,6,0,4,1,0,0,40,39,0
16369,33,6,7,0,6,0,4,1,0,0,7,39,0
16370,34,2,14,2,10,4,2,1,0,0,40,39,0
16371,41,4,10,2,8,4,4,1,0,0,48,39,0
16372,67,4,10,2,6,4,4,1,9386,0,24,5,1
16373,46,4,12,6,10,1,4,0,0,0,27,39,0
16374,32,4,9,2,12,5,4,0,0,0,40,39,0
16375,41,4,9,2,14,4,4,1,0,0,40,39,0
16376,30,4,13,2,10,4,3,1,0,0,40,39,0
16377,54,6,13,0,4,0,4,1,0,0,50,39,0
16378,33,4,9,0,8,1,2,1,0,0,40,39,0
16379,20,0,9,4,0,3,4,1,0,0,32,39,0
16380,34,4,13,4,4,0,4,0,0,0,40,39,0
16381,20,4,10,4,12,3,4,1,0,0,30,0,0
16382,17,0,9,4,0,3,2,1,0,0,40,39,0
16383,45,4,10,0,1,0,4,0,0,0,48,39,0
16384,21,4,9,4,8,3,4,1,0,0,40,39,0
16385,25,4,13,2,10,4,4,1,0,0,40,39,0
16386,38,4,9,2,3,4,4,1,0,0,41,39,0
16387,17,4,7,4,3,3,4,0,0,0,15,39,0
16388,35,4,9,0,12,0,4,0,0,0,30,39,0
16389,38,4,13,2,3,4,4,1,0,0,40,39,0
16390,48,2,12,2,11,4,4,1,0,0,56,39,1
16391,25,4,9,4,8,0,2,1,0,0,40,24,0
16392,57,4,14,4,4,0,4,1,0,0,40,5,0
16393,32,4,13,0,4,0,4,0,0,0,50,39,1
16394,39,2,13,5,10,0,2,1,0,0,30,39,0
16395,23,4,13,4,1,3,4,0,0,0,35,39,0
16396,21,4,9,4,6,1,4,1,0,0,45,39,0
16397,47,4,9,0,1,1,4,0,0,0,48,39,0
16398,25,4,4,4,7,2,4,0,0,0,40,6,0
16399,18,0,7,4,0,3,4,0,0,0,35,39,0
16400,41,1,10,3,1,0,2,1,4650,0,40,39,0
16401,19,4,9,4,8,3,4,0,0,0,15,39,0
16402,24,4,9,4,3,0,4,1,0,0,42,39,0
16403,57,4,13,2,4,4,4,1,15024,0,50,39,1
16404,51,0,16,4,0,0,4,1,0,2824,40,39,1
16405,32,4,9,2,14,4,4,1,0,0,40,39,0
16406,28,6,11,2,3,4,4,1,0,0,45,39,0
16407,40,4,13,2,4,4,4,1,0,0,75,39,1
16408,21,7,10,4,10,3,4,1,0,0,20,39,0
16409,45,6,13,2,12,4,4,1,0,0,40,39,1
16410,17,0,8,4,0,3,4,0,0,0,25,39,0
16411,55,4,6,2,14,4,4,1,0,0,50,39,0
16412,42,4,10,2,1,4,2,1,0,0,40,39,0
16413,49,4,9,2,1,4,4,1,0,0,38,39,0
16414,38,4,9,2,6,4,4,1,0,0,40,39,0
16415,50,4,13,4,4,0,4,1,0,0,40,39,0
16416,47,4,9,2,7,4,4,1,0,0,48,39,1
16417,43,4,13,2,4,5,2,0,0,0,40,0,0
16418,39,4,13,2,12,4,4,1,0,0,40,2,1
16419,42,4,9,2,14,4,4,1,0,0,30,39,0
16420,32,4,9,0,3,2,2,0,0,0,50,39,0
16421,44,1,12,0,4,0,4,0,2354,0,40,39,0
16422,50,5,15,2,10,4,4,1,99999,0,80,39,1
16423,55,4,9,0,1,1,0,0,0,0,45,39,0
16424,37,4,9,4,7,3,4,1,0,0,40,39,0
16425,59,4,9,0,1,0,4,0,0,0,40,39,0
16426,56,4,7,2,14,4,4,1,0,0,40,39,0
16427,33,6,8,4,3,0,2,1,0,0,32,39,0
16428,35,4,13,2,13,4,4,1,0,0,40,39,1
16429,44,4,9,4,8,1,4,1,0,0,40,39,0
16430,57,7,9,2,4,4,4,1,0,0,40,39,1
16431,31,4,10,4,4,0,2,0,0,0,40,39,0
16432,18,4,7,4,12,0,4,0,0,0,15,39,0
16433,43,4,9,2,3,4,4,1,0,0,70,39,0
16434,33,4,9,2,3,4,3,1,0,0,40,39,0
16435,18,4,10,4,1,3,4,1,0,0,25,39,0
16436,47,4,13,4,1,3,4,1,0,0,40,39,0
16437,53,4,9,0,8,1,4,0,0,0,40,39,0
16438,59,6,11,4,4,0,4,1,0,0,35,39,1
16439,35,4,14,2,10,4,4,1,0,0,38,0,0
16440,49,4,6,2,4,4,4,1,0,0,40,39,0
16441,26,4,12,4,3,0,4,1,0,0,40,39,0
16442,25,4,9,4,6,0,4,1,0,0,60,9,0
16443,36,7,14,4,10,3,4,0,0,0,30,39,0
16444,29,4,9,4,4,0,4,0,0,0,45,39,0
16445,52,4,6,0,8,2,4,0,0,0,25,39,0
16446,50,6,13,2,12,4,4,1,0,0,50,39,0
16447,22,4,13,4,4,3,1,0,0,0,40,39,0
16448,44,6,14,0,4,1,4,0,0,0,40,39,0
16449,32,4,11,2,6,4,4,1,0,0,40,39,1
16450,49,4,9,0,1,1,4,0,0,0,38,39,0
16451,31,4,2,2,5,4,4,1,0,0,45,26,0
16452,33,4,9,2,8,4,4,1,0,0,40,39,0
16453,50,4,9,2,12,5,4,0,0,0,15,39,0
16454,62,0,9,2,0,4,4,1,0,0,40,39,0
16455,26,4,10,4,1,0,4,0,0,1974,40,39,0
16456,46,0,9,0,0,0,4,0,0,0,15,39,0
16457,55,4,13,2,10,4,4,1,7298,0,40,39,1
16458,49,1,9,6,4,0,4,0,0,0,20,39,0
16459,22,4,9,2,12,5,4,0,0,0,40,39,0
16460,43,4,13,2,4,4,4,1,0,0,38,39,1
16461,58,4,10,2,10,4,4,1,0,0,42,39,0
16462,48,7,14,2,10,4,4,1,15024,0,40,39,1
16463,21,4,7,4,8,3,4,1,0,0,50,39,0
16464,67,2,4,6,8,0,4,0,0,0,20,39,0
16465,39,6,7,2,14,4,4,1,0,0,40,39,0
16466,52,1,11,0,5,0,4,0,0,0,40,39,0
16467,25,4,13,4,10,0,4,1,0,0,40,39,0
16468,27,6,10,4,4,0,4,1,0,0,60,39,1
16469,18,4,7,4,12,3,4,0,0,0,20,39,0
16470,41,2,9,2,14,4,2,1,0,0,40,39,1
16471,59,4,16,4,10,0,4,1,0,0,50,39,0
16472,23,4,12,4,8,3,2,1,0,0,44,39,0
16473,42,4,9,0,8,3,4,0,0,0,15,39,0
16474,54,6,15,2,10,4,4,1,0,0,30,39,1
16475,39,4,9,4,3,0,4,1,0,0,60,39,0
16476,57,2,5,2,8,4,4,1,0,0,40,39,0
16477,51,4,6,0,8,1,4,0,0,0,25,39,0
16478,31,6,4,2,3,4,4,1,0,0,40,39,0
16479,24,4,10,3,1,3,2,0,0,0,45,39,0
16480,35,4,10,4,3,3,4,1,0,0,40,39,0
16481,26,4,13,4,4,0,4,0,0,0,40,39,0
16482,42,5,16,2,10,4,4,1,0,0,45,39,1
16483,31,4,9,2,3,4,4,1,0,0,45,39,0
16484,46,4,13,2,14,4,4,1,0,0,40,39,1
16485,38,7,13,2,4,4,4,1,0,0,37,39,0
16486,51,4,13,2,5,4,4,1,0,0,40,2,0
16487,27,4,9,2,7,4,4,1,0,0,40,39,0
16488,33,0,13,4,0,0,2,1,0,0,45,0,0
16489,22,4,10,2,14,4,4,1,0,0,48,39,1
16490,72,0,9,2,0,4,4,1,0,0,40,5,0
16491,25,4,13,4,6,3,4,1,0,0,40,39,0
16492,58,6,13,2,4,4,4,1,0,0,70,39,1
16493,23,4,10,4,10,0,4,1,0,0,45,39,0
16494,63,4,3,6,8,2,1,0,0,0,19,30,0
16495,23,4,5,5,8,0,4,1,0,0,40,39,0
16496,51,4,14,2,12,4,4,1,15024,0,50,39,1
16497,75,4,1,4,9,0,1,0,0,0,48,30,0
16498,52,4,10,0,12,1,4,0,0,0,50,39,0
16499,69,4,9,2,12,4,4,1,0,0,10,39,0
16500,52,4,16,2,10,4,4,1,0,0,40,0,1
16501,40,1,9,4,1,1,2,0,0,0,40,39,0
16502,34,4,16,2,10,4,4,1,0,0,50,39,1
16503,21,7,10,4,10,0,4,0,0,0,8,39,0
16504,30,4,13,4,10,2,4,0,0,0,40,39,0
16505,46,4,3,2,14,4,0,1,0,1902,40,39,0
16506,21,4,10,4,1,3,4,0,0,0,16,39,0
16507,44,4,9,2,7,4,4,1,0,0,40,39,0
16508,51,7,9,2,1,5,4,0,3908,0,40,39,0
16509,40,4,9,0,1,0,4,0,0,0,32,39,0
16510,33,7,9,2,11,4,4,1,0,0,37,39,0
16511,22,6,9,2,3,4,4,1,0,0,60,39,0
16512,23,4,9,2,4,4,4,1,0,0,30,39,0
16513,75,6,10,3,3,0,4,1,0,0,30,39,0
16514,55,4,7,6,6,1,4,0,0,0,40,39,0
16515,24,0,10,4,0,3,4,1,0,0,20,39,0
16516,45,4,10,0,3,0,4,1,27828,0,56,39,1
16517,31,4,9,4,8,3,4,1,0,0,24,39,0
16518,49,4,9,2,1,4,4,1,0,0,40,39,1
16519,26,2,13,4,10,0,4,0,0,0,40,39,0
16520,61,4,14,2,12,4,4,1,3103,0,50,39,0
16521,44,4,14,2,1,4,4,1,3908,0,50,39,0
16522,28,2,10,4,1,1,2,0,0,0,40,39,0
16523,79,0,9,2,0,4,4,1,0,0,40,39,1
16524,51,4,9,0,8,2,2,0,0,0,30,39,0
16525,44,5,16,2,10,4,4,1,0,0,60,39,0
16526,24,4,13,4,4,0,4,1,0,0,40,39,0
16527,46,5,10,2,4,4,4,1,0,0,40,39,1
16528,36,4,9,6,8,1,1,0,0,0,20,39,0
16529,23,4,8,4,8,0,4,0,0,0,38,39,0
16530,25,4,4,2,6,4,4,1,0,0,40,26,0
16531,48,4,10,2,12,4,2,1,0,0,8,39,0
16532,18,4,7,4,8,2,2,0,0,0,24,39,0
16533,25,4,9,4,3,2,4,1,0,0,40,39,0
16534,19,4,9,4,14,3,4,1,2176,0,45,39,0
16535,26,0,13,2,0,4,4,1,0,2002,40,39,0
16536,33,4,9,4,1,3,4,1,0,0,35,39,0
16537,42,4,9,0,8,1,4,0,0,0,40,39,0
16538,22,4,10,4,1,3,4,0,0,0,40,39,0
16539,36,4,13,2,10,4,4,1,0,0,40,39,1
16540,33,4,9,4,6,3,4,1,0,0,40,39,0
16541,34,6,9,2,4,4,4,1,0,0,70,39,0
16542,33,4,14,2,10,4,4,1,0,0,45,39,0
16543,62,6,15,2,10,4,4,1,0,0,15,39,1
16544,30,4,10,4,4,3,2,0,0,0,40,39,0
16545,22,4,10,4,1,3,4,0,0,0,40,39,0
16546,34,4,11,0,3,0,4,1,0,0,40,39,0
16547,43,4,9,6,7,1,4,0,0,0,60,39,0
16548,25,4,13,4,3,3,4,1,0,0,40,39,0
16549,35,4,9,6,8,3,4,0,0,0,40,39,0
16550,28,4,12,4,8,0,2,0,0,0,40,39,0
16551,28,4,10,0,12,1,4,0,0,0,45,39,0
16552,25,4,9,4,6,1,2,0,0,0,25,39,0
16553,40,4,9,2,3,4,4,1,0,0,40,39,1
16554,35,4,5,2,3,4,3,1,0,0,40,26,0
16555,48,6,4,4,5,0,4,1,0,0,50,39,0
